ID,Type,Attributes,Attribute Count,Recent Sale Price,Recent Offer,Recent Bid
CryptoPunk 6265,Female,"['Black Lipstick', 'Straight Hair', 'Earring', 'Clown Eyes Blue']",4,"60Ξ ($245,107)","60Ξ ($246,454)",0.02Ξ ($43)
CryptoPunk 8131,Male,"['Frumpy Hair', 'Normal Beard', 'VR']",3,"80Ξ ($327,805)",500Ξ ($1.82M),"77.77Ξ ($318,667)"
CryptoPunk 1781,Male,"['Normal Beard', 'Headband']",2,"69.95Ξ ($287,018)","81.11Ξ ($301,726)","55Ξ ($225,675)"
CryptoPunk 5129,Female,"['Black Lipstick', 'Crazy Hair', 'Earring']",3,"65Ξ ($266,707)","65Ξ ($247,268)","53Ξ ($216,969)"
CryptoPunk 906,Male,"['Crazy Hair', 'Mole']",2,"64Ξ ($262,604)","90Ξ ($336,853)","54Ξ ($222,349)"
CryptoPunk 349,Male,"['Front Beard Dark', 'Earring', 'Mohawk Dark']",3,"57.69Ξ ($236,713)","57.69Ξ ($237,397)","1Ξ ($2,846)"
CryptoPunk 5526,Male,"['Cigarette', 'Cap Forward', 'Gold Chain', 'Mole']",4,"80Ξ ($329,204)","80Ξ ($320,139)","70Ξ ($287,223)"
CryptoPunk 6904,Female,"['Eye Mask', 'Hot Lipstick', 'Dark Hair']",3,"57.57Ξ ($236,903)","57.57Ξ ($238,148)","52.52Ξ ($214,054)"
CryptoPunk 3606,Male,"['Normal Beard Black', 'Mohawk', 'Regular Shades']",3,"64.85Ξ ($266,906)","150Ξ ($613,566)","62Ξ ($255,176)"
CryptoPunk 3966,Male,"['Vampire Hair', 'Shadow Beard', 'Earring', 'Small Shades']",4,"62Ξ ($255,176)","149Ξ ($613,245)","57.90Ξ ($234,912)"
CryptoPunk 1254,Male,"['Mohawk Thin', 'Earring', 'Clown Eyes Green']",3,0.00Ξ ($0.00),0.00Ξ ($0.00),"46Ξ ($186,318)"
CryptoPunk 2136,Male,"['Handlebars', 'Classic Shades', 'Crazy Hair']",3,"69.99Ξ ($287,488)","69.99Ξ ($278,465)","62Ξ ($254,085)"
CryptoPunk 7824,Male,"['Mustache', 'Regular Shades']",2,"56.56Ξ ($232,324)","72.69Ξ ($270,404)","52.75Ξ ($208,635)"
CryptoPunk 5543,Male,"['Cigarette', 'Shadow Beard', 'Wild Hair']",3,"79Ξ ($324,800)","94.95Ξ ($354,004)","79Ξ ($321,058)"
CryptoPunk 1062,Male,"['Cigarette', 'Shadow Beard', 'Crazy Hair']",3,"76Ξ ($312,175)","76Ξ ($299,660)","69Ξ ($283,422)"
CryptoPunk 9844,Female,"['Mole', 'Pilot Helmet', 'Purple Lipstick']",3,"140Ξ ($575,058)","140Ξ ($575,508)","130Ξ ($533,983)"
CryptoPunk 5936,Male,"['Eye Mask', 'Normal Beard Black']",2,"66.95Ξ ($275,001)","66.95Ξ ($266,473)","20Ξ ($49,138)"
CryptoPunk 9853,Male,"['Clown Hair Green', 'Regular Shades']",2,"75Ξ ($307,703)","75Ξ ($300,140)","26.50Ξ ($56,056)"
CryptoPunk 3346,Male,"['Stringy Hair', 'Classic Shades']",2,"56Ξ ($230,584)","86Ξ ($347,406)","64Ξ ($262,082)"
CryptoPunk 4841,Male,"['Do-rag', 'Mole']",2,"53.83Ξ ($221,066)","53.83Ξ ($214,951)","55Ξ ($209,869)"
CryptoPunk 5254,Female,"['Stringy Hair', 'Clown Eyes Blue', 'Cigarette']",3,"63.95Ξ ($262,514)","74.95Ξ ($284,001)","49.49Ξ ($203,243)"
CryptoPunk 2193,Male,"['Stringy Hair', 'Eye Patch']",2,"56.94Ξ ($233,838)","56.94Ξ ($225,896)","52.95Ξ ($217,452)"
CryptoPunk 5431,Female,"['Purple Eye Shadow', 'Straight Hair Blonde', 'Purple Lipstick']",3,"65.50Ξ ($269,255)","90Ξ ($332,743)","65.50Ξ ($270,951)"
CryptoPunk 9910,Male,"['Mohawk Thin', 'Silver Chain']",2,"53.69Ξ ($222,097)","53.69Ξ ($218,456)","52.77Ξ ($216,713)"
CryptoPunk 5592,Female,"['Red Mohawk', 'Black Lipstick', 'Cigarette']",3,"58.88Ξ ($239,573)","58.88Ξ ($233,041)","26Ξ ($86,886)"
CryptoPunk 1997,Male,"['Cigarette', 'Frumpy Hair', 'Clown Nose']",3,"75Ξ ($305,163)","75Ξ ($292,417)","75Ξ ($305,163)"
CryptoPunk 7483,Male,"['Messy Hair', 'Earring', 'Nerd Glasses', 'Pipe']",4,"77.90Ξ ($311,273)","77.90Ξ ($310,349)","28Ξ ($57,634)"
CryptoPunk 4618,Male,"['Classic Shades', 'Earring', 'Do-rag']",3,"59.80Ξ ($236,519)","59.80Ξ ($238,240)","55Ξ ($226,467)"
CryptoPunk 9409,Female,"['Spots', 'Crazy Hair']",2,"54.90Ξ ($217,139)","54.90Ξ ($214,810)","52.25Ξ ($207,290)"
CryptoPunk 6846,Male,"['Mohawk Thin', 'Earring', 'Horned Rim Glasses']",3,"65Ξ ($263,500)","65Ξ ($263,275)","60Ξ ($243,606)"
CryptoPunk 1029,Male,"['Mustache', 'Horned Rim Glasses']",2,"66Ξ ($260,715)","73Ξ ($293,844)","61.36Ξ ($241,017)"
CryptoPunk 7611,Male,"['Cigarette', 'Mohawk', 'Big Beard']",3,"63Ξ ($247,874)","93Ξ ($352,947)","67Ξ ($272,514)"
CryptoPunk 2076,Male,"['Bandana', 'Regular Shades']",2,"60Ξ ($235,631)","60Ξ ($239,835)","52.52Ξ ($215,482)"
CryptoPunk 8007,Female,"['Knitted Cap', 'Purple Eye Shadow', 'Hot Lipstick', 'Earring']",4,"56Ξ ($219,114)","56Ξ ($224,097)","48Ξ ($197,199)"
CryptoPunk 8033,Male,"['Cap Forward', '3D Glasses']",2,"88Ξ ($361,078)","88Ξ ($361,078)","175Ξ ($771,130)"
CryptoPunk 4841,Male,"['Do-rag', 'Mole']",2,"53.83Ξ ($221,066)","53.83Ξ ($214,951)","55Ξ ($209,869)"
CryptoPunk 8321,Female,"['Blue Eye Shadow', 'Blonde Short']",2,"58.99Ξ ($236,063)","58.99Ξ ($237,868)","42.50Ξ ($111,081)"
CryptoPunk 8560,Female,"['Black Lipstick', 'Horned Rim Glasses', 'Straight Hair']",3,"51Ξ ($204,129)","55Ξ ($221,198)","51Ξ ($204,578)"
CryptoPunk 4076,Male,"['Cigarette', 'Wild Hair', 'Regular Shades']",3,"77.95Ξ ($310,135)","77.95Ξ ($316,578)","75Ξ ($294,595)"
CryptoPunk 2498,Male,"['Cigarette', 'Shadow Beard', 'Classic Shades', 'Do-rag']",4,"63.49Ξ ($260,510)","77.95Ξ ($290,623)","66Ξ ($269,017)"
CryptoPunk 1181,Male,"['Cigarette', 'Bandana', 'Muttonchops']",3,"51.31Ξ ($204,223)","65Ξ ($261,087)","62Ξ ($253,892)"
CryptoPunk 1281,Male,"['Cigarette', 'Messy Hair']",2,"52Ξ ($206,969)","77.95Ξ ($290,623)","52Ξ ($208,590)"
CryptoPunk 3248,Male,"['Peak Spike', 'Pipe']",2,"55Ξ ($220,624)","82.95Ξ ($309,264)","54.50Ξ ($223,317)"
CryptoPunk 8591,Male,"['Muttonchops', 'Headband', 'Eye Patch']",3,"56Ξ ($224,635)","56Ξ ($223,475)","50.50Ξ ($202,573)"
CryptoPunk 1254,Male,"['Mohawk Thin', 'Earring', 'Clown Eyes Green']",3,0.00Ξ ($0.00),0.00Ξ ($0.00),"46Ξ ($186,318)"
CryptoPunk 2193,Male,"['Stringy Hair', 'Eye Patch']",2,"56.94Ξ ($233,838)","56.94Ξ ($225,896)","52.95Ξ ($217,452)"
CryptoPunk 1639,Male,"['Shadow Beard', 'Mohawk']",2,"65.95Ξ ($251,007)","65.95Ξ ($255,042)","58Ξ ($239,453)"
CryptoPunk 2686,Female,"['Blonde Bob', 'Clown Eyes Blue']",2,"54Ξ ($216,612)","58Ξ ($233,405)","54Ξ ($215,715)"
CryptoPunk 6913,Male,"['Stringy Hair', 'Eye Patch']",2,"53.80Ξ ($215,300)","53.80Ξ ($217,836)","51Ξ ($204,095)"
CryptoPunk 2087,Male,"['Earring', 'Headband', 'VR']",3,"65Ξ ($260,121)","71Ξ ($285,720)","72Ξ ($292,851)"
CryptoPunk 920,Male,"['Vampire Hair', 'Chinstrap', 'Earring', 'Smile', 'VR']",5,"177Ξ ($708,329)",274Ξ ($1.03M),"177Ξ ($708,329)"
CryptoPunk 7708,Male,"['Cigarette', 'Muttonchops', 'Crazy Hair', 'Eye Patch']",4,"74Ξ ($288,755)","74Ξ ($291,507)","55.55Ξ ($220,540)"
CryptoPunk 2079,Male,"['Muttonchops', 'Earring', 'Knitted Cap']",3,"54.85Ξ ($217,309)","54.85Ξ ($220,702)","66Ξ ($268,697)"
CryptoPunk 7611,Male,"['Cigarette', 'Mohawk', 'Big Beard']",3,"63Ξ ($247,874)","93Ξ ($352,947)","67Ξ ($272,514)"
CryptoPunk 7251,Male,"['Shaved Head', 'Clown Eyes Green']",2,"53Ξ ($214,359)","86.50Ξ ($354,439)","53Ξ ($214,359)"
CryptoPunk 6464,Female,"['Cap', 'Hot Lipstick', 'Classic Shades']",3,"79Ξ ($320,222)","79Ξ ($311,440)","47Ξ ($146,049)"
CryptoPunk 6861,Female,"['Big Shades', 'Mohawk Thin', 'Earring']",3,"59.89Ξ ($243,469)","59.89Ξ ($240,390)","60.02Ξ ($234,756)"
CryptoPunk 7069,Female,"['Stringy Hair', 'Earring', 'Nerd Glasses']",3,"54.95Ξ ($223,387)","54.95Ξ ($221,528)","50.50Ξ ($201,654)"
CryptoPunk 2354,Male,"['Bandana', 'Clown Eyes Green']",2,"51.96Ξ ($209,341)","76.44Ξ ($313,000)","57Ξ ($190,872)"
CryptoPunk 2347,Male,"['Wild Hair', 'Eye Patch']",2,"52Ξ ($208,955)","84.95Ξ ($316,721)","47Ξ ($122,842)"
CryptoPunk 5530,Male,"['Front Beard', 'Mohawk Thin', 'Silver Chain']",3,"58.97Ξ ($237,735)","58.97Ξ ($235,838)","62Ξ ($237,968)"
CryptoPunk 3645,Male,"['Nerd Glasses', 'Crazy Hair']",2,"80Ξ ($321,938)","91.95Ξ ($362,950)","80Ξ ($316,729)"
CryptoPunk 3795,Female,"['Orange Side', 'Clown Eyes Green']",2,"100Ξ ($402,462)","159Ξ ($753,545)","100Ξ ($394,511)"
CryptoPunk 9863,Male,['Cigarette'],1,"69.69Ξ ($281,014)","69.69Ξ ($281,014)","70Ξ ($278,876)"
CryptoPunk 349,Male,"['Front Beard Dark', 'Earring', 'Mohawk Dark']",3,"57.69Ξ ($236,713)","57.69Ξ ($237,397)","1Ξ ($2,846)"
CryptoPunk 3628,Female,"['Straight Hair', 'Hot Lipstick', 'Classic Shades']",3,"61.95Ξ ($252,955)","79.99Ξ ($323,742)","52Ξ ($212,327)"
CryptoPunk 1613,Male,"['Cigarette', 'Earring', 'Headband']",3,"55Ξ ($220,311)","88.88Ξ ($356,022)","63Ξ ($255,604)"
CryptoPunk 9598,Female,"['Big Shades', 'Black Lipstick', 'Straight Hair Dark']",3,"59.95Ξ ($244,903)","59.95Ξ ($245,986)","50Ξ ($204,256)"
CryptoPunk 4679,Male,"['Pipe', 'Do-rag']",2,"65Ξ ($259,821)","96.41Ξ ($365,968)","65Ξ ($260,562)"
CryptoPunk 5484,Male,"['Cap Forward', 'Big Shades', 'Mustache']",3,"77.88Ξ ($311,306)","77.88Ξ ($309,832)","73Ξ ($290,579)"
CryptoPunk 8713,Male,"['Hoodie', 'Horned Rim Glasses']",2,"178.99Ξ ($715,468)",388.88Ξ ($1.58M),"170Ξ ($685,500)"
CryptoPunk 7535,Female,"['Tiara', 'Clown Eyes Green']",2,"135Ξ ($540,358)","135Ξ ($541,168)","125Ξ ($501,081)"
CryptoPunk 7550,Male,"['Frown', 'Police Cap', 'Earring', 'Nerd Glasses']",4,"75Ξ ($300,649)","75Ξ ($294,595)","95Ξ ($396,604)"
CryptoPunk 2236,Male,"['Shadow Beard', 'Wild Hair', 'Earring', 'Regular Shades']",4,"79Ξ ($318,222)","100Ξ ($410,499)","63.50Ξ ($254,549)"
CryptoPunk 2948,Male,"['Eye Mask', 'Wild Hair']",2,"89.95Ξ ($362,330)","89.95Ξ ($363,125)","80Ξ ($329,135)"
CryptoPunk 8937,Female,"['Horned Rim Glasses', 'Hot Lipstick', 'Frumpy Hair']",3,"63.95Ξ ($257,599)","63.95Ξ ($251,358)","62Ξ ($239,747)"
CryptoPunk 2228,Male,"['Goat', 'Shaved Head']",2,"58Ξ ($227,560)","61.90Ξ ($251,484)","58Ξ ($227,560)"
CryptoPunk 4607,Male,"['Vape', 'Clown Hair Green']",2,"70Ξ ($274,641)","99Ξ ($404,378)","65Ξ ($262,841)"
CryptoPunk 4076,Male,"['Cigarette', 'Wild Hair', 'Regular Shades']",3,"77.95Ξ ($310,135)","77.95Ξ ($316,578)","75Ξ ($294,595)"
CryptoPunk 2160,Male,"['Normal Beard Black', 'Peak Spike', 'VR']",3,"77Ξ ($303,110)","104.95Ξ ($391,287)","50.50Ξ ($124,407)"
CryptoPunk 9137,Male,"['Luxurious Beard', 'Hoodie', '3D Glasses']",3,310Ξ ($1.22M),324.95Ξ ($1.25M),310Ξ ($1.19M)
CryptoPunk 6861,Female,"['Big Shades', 'Mohawk Thin', 'Earring']",3,"59.89Ξ ($243,469)","59.89Ξ ($240,390)","60.02Ξ ($234,756)"
CryptoPunk 3750,Male,"['Chinstrap', 'Classic Shades', 'Crazy Hair']",3,"79Ξ ($298,898)",420Ξ ($1.71M),"79Ξ ($306,489)"
CryptoPunk 6460,Female,"['Mohawk', 'Nerd Glasses']",2,"63Ξ ($238,027)","63Ξ ($251,367)",
CryptoPunk 7969,Male,"['Muttonchops', 'Headband', 'Eye Patch']",3,"69.42Ξ ($265,949)","72.51Ξ ($272,285)","64Ξ ($250,128)"
CryptoPunk 7069,Female,"['Stringy Hair', 'Earring', 'Nerd Glasses']",3,"54.95Ξ ($223,387)","54.95Ξ ($221,528)","50.50Ξ ($201,654)"
CryptoPunk 4434,Female,"['Black Lipstick', 'Green Eye Shadow', 'Wild Hair']",3,"65Ξ ($257,358)","65Ξ ($262,139)",
CryptoPunk 8205,Male,"['Front Beard', 'Messy Hair', 'Big Shades']",3,"64.99Ξ ($254,516)","64.99Ξ ($259,982)","62Ξ ($242,807)"
CryptoPunk 5323,Female,"['Clown Eyes Green', 'Crazy Hair']",2,"64.99Ξ ($259,307)","64.99Ξ ($259,982)","127Ξ ($430,778)"
CryptoPunk 5790,Female,"['Black Lipstick', 'Green Eye Shadow', 'Earring', 'Cigarette']",4,"57.70Ξ ($230,221)","74.99Ξ ($305,203)","57.70Ξ ($229,691)"
CryptoPunk 5725,Male,"['Normal Beard Black', 'Hoodie', 'Earring', 'Eye Patch']",4,"199.79Ξ ($801,795)",501Ξ ($2.05M),"199.79Ξ ($801,795)"
CryptoPunk 3354,Female,"['Half Shaved', 'Cigarette', 'Nerd Glasses']",3,"57.69Ξ ($226,901)","59.69Ξ ($236,260)","57.69Ξ ($230,163)"
CryptoPunk 5975,Male,"['Front Beard', 'Frumpy Hair', 'Regular Shades']",3,"60Ξ ($237,355)","60Ξ ($239,379)","19Ξ ($55,687)"
CryptoPunk 5323,Female,"['Clown Eyes Green', 'Crazy Hair']",2,"64.99Ξ ($259,307)","64.99Ξ ($259,982)","127Ξ ($430,778)"
CryptoPunk 2641,Male,"['Cigarette', 'Small Shades', 'Cowboy Hat']",3,"120Ξ ($466,072)","150Ξ ($606,556)","120Ξ ($469,686)"
CryptoPunk 1997,Male,"['Cigarette', 'Frumpy Hair', 'Clown Nose']",3,"75Ξ ($305,163)","75Ξ ($292,417)","75Ξ ($305,163)"
CryptoPunk 5146,Male,"['Messy Hair', 'Classic Shades', 'Goat']",3,"64.99Ξ ($250,544)","64.99Ξ ($261,149)","58Ξ ($227,015)"
CryptoPunk 6293,Female,"['Clown Nose', 'Knitted Cap', 'Green Eye Shadow', 'Hot Lipstick']",4,"61.50Ξ ($239,853)","95Ξ ($383,073)","61.50Ξ ($239,853)"
CryptoPunk 6041,Male,"['Clown Eyes Blue', 'Crazy Hair']",2,"64.50Ξ ($251,553)","77.70Ξ ($295,501)","64.50Ξ ($247,998)"
CryptoPunk 6293,Female,"['Clown Nose', 'Knitted Cap', 'Green Eye Shadow', 'Hot Lipstick']",4,"61.50Ξ ($239,853)","95Ξ ($383,073)","61.50Ξ ($239,853)"
CryptoPunk 9218,Male,"['Front Beard', 'Shaved Head', 'Eye Patch']",3,"59.50Ξ ($232,053)","59.50Ξ ($232,053)","56Ξ ($217,282)"
CryptoPunk 1672,Female,"['Mole', 'Mohawk Dark']",2,"60Ξ ($234,003)","60Ξ ($232,384)","85.50Ξ ($310,001)"
CryptoPunk 3084,Female,"['Black Lipstick', 'Regular Shades', 'Rosy Cheeks', 'Mohawk Dark']",4,"63Ξ ($245,703)","140Ξ ($563,049)","63Ξ ($255,953)"
CryptoPunk 8576,Female,"['Pigtails', '3D Glasses', 'Cigarette']",3,"120Ξ ($464,108)",250Ξ ($1.03M),"111Ξ ($429,300)"
CryptoPunk 5831,Male,"['Messy Hair', 'Chinstrap']",2,"60Ξ ($232,054)","60.95Ξ ($241,907)","60Ξ ($242,710)"
CryptoPunk 9754,Male,"['Nerd Glasses', 'Normal Beard']",2,"80Ξ ($307,023)","80Ξ ($322,363)","26.11Ξ ($46,818)"
CryptoPunk 4226,Male,['Handlebars'],1,"84.95Ξ ($325,353)",,"84.95Ξ ($325,353)"
CryptoPunk 9953,Male,"['Cigarette', 'Luxurious Beard', 'Hoodie', 'Big Shades']",4,399.69Ξ ($1.58M),399.69Ξ ($1.5M),0.07Ξ ($197)
CryptoPunk 3824,Female,"['Bandana', 'Horned Rim Glasses', 'Choker']",3,"100Ξ ($396,678)","139.95Ξ ($547,094)","100Ξ ($398,348)"
CryptoPunk 3616,Female,"['Black Lipstick', 'Purple Eye Shadow', 'Blonde Short']",3,"69.80Ξ ($258,014)","69.80Ξ ($261,052)","130Ξ ($517,852)"
CryptoPunk 7954,Male,"['Knitted Cap', 'Pipe']",2,"76.95Ξ ($308,093)","76.95Ξ ($310,645)","66.60Ξ ($276,270)"
CryptoPunk 7865,Male,"['Messy Hair', 'Eye Mask', 'Luxurious Beard']",3,"92.95Ξ ($375,588)","92.95Ξ ($375,588)","93Ξ ($381,594)"
CryptoPunk 3245,Male,"['Cigarette', 'VR', 'Do-rag']",3,"77Ξ ($311,138)","89.95Ξ ($335,362)","70Ξ ($290,091)"
CryptoPunk 9390,Male,"['Big Shades', 'Front Beard Dark', 'Earring', 'Knitted Cap']",4,"68Ξ ($274,771)","97Ξ ($386,996)","66Ξ ($266,690)"
CryptoPunk 6114,Male,"['Handlebars', 'Police Cap']",2,"80Ξ ($323,260)","95Ξ ($392,155)","80Ξ ($318,344)"
CryptoPunk 5071,Female,"['Big Shades', 'Bandana', 'Hot Lipstick']",3,"64.95Ξ ($265,890)","64.95Ξ ($266,502)","55Ξ ($226,186)"
CryptoPunk 2257,Female,"['Mohawk', 'Hot Lipstick', 'Classic Shades']",3,"67Ξ ($249,237)",,"57.90Ξ ($234,215)"
CryptoPunk 9016,Male,"['Stringy Hair', 'Chinstrap', 'Horned Rim Glasses', 'Smile']",4,"64Ξ ($260,065)","89.95Ξ ($335,362)","64Ξ ($260,065)"
CryptoPunk 906,Male,"['Crazy Hair', 'Mole']",2,"64Ξ ($262,604)","90Ξ ($336,853)","54Ξ ($222,349)"
CryptoPunk 9303,Female,"['Mohawk Dark', 'Clown Eyes Blue']",2,"60Ξ ($241,702)","60Ξ ($242,737)","100Ξ ($295,497)"
CryptoPunk 8937,Female,"['Horned Rim Glasses', 'Hot Lipstick', 'Frumpy Hair']",3,"63.95Ξ ($257,599)","63.95Ξ ($251,358)","62Ξ ($239,747)"
CryptoPunk 4199,Male,"['Normal Beard Black', 'Big Shades', 'Mohawk Dark']",3,"85Ξ ($341,556)","90Ξ ($335,916)","85Ξ ($321,312)"
CryptoPunk 4225,Female,"['Blue Eye Shadow', 'Straight Hair Blonde']",2,"65Ξ ($262,841)","140Ξ ($563,049)","65Ξ ($251,781)"
CryptoPunk 7969,Male,"['Muttonchops', 'Headband', 'Eye Patch']",3,"69.42Ξ ($265,949)","72.51Ξ ($272,285)","64Ξ ($250,128)"
CryptoPunk 5831,Male,"['Messy Hair', 'Chinstrap']",2,"60Ξ ($232,054)","60.95Ξ ($241,907)","60Ξ ($242,710)"
CryptoPunk 1721,Female,"['Black Lipstick', 'Pigtails', 'Earring']",3,"135Ξ ($542,146)","108Ξ ($392,471)","135Ξ ($542,146)"
CryptoPunk 690,Male,"['Messy Hair', 'Shadow Beard', 'Nerd Glasses']",3,"95Ξ ($386,530)","65.69Ξ ($254,015)","95Ξ ($386,530)"
CryptoPunk 3737,Male,"['Stringy Hair', 'Luxurious Beard', 'Small Shades']",3,"68.99Ξ ($280,604)","68.99Ξ ($280,604)","99Ξ ($444,057)"
CryptoPunk 2058,Male,"['Purple Hair', 'Earring', 'Goat']",3,"70.69Ξ ($287,518)","72.99Ξ ($279,604)","70.69Ξ ($272,936)"
CryptoPunk 5146,Male,"['Messy Hair', 'Classic Shades', 'Goat']",3,"64.99Ξ ($250,544)","64.99Ξ ($261,149)","58Ξ ($227,015)"
CryptoPunk 8098,Male,"['Frumpy Hair', 'Luxurious Beard', 'Earring']",3,"70Ξ ($257,896)","70Ξ ($260,632)","65Ξ ($242,645)"
CryptoPunk 3980,Male,"['Eye Mask', 'Headband']",2,"74.95Ξ ($306,037)","74.95Ξ ($307,534)",
CryptoPunk 1007,Male,"['Vampire Hair', 'Earring', 'Regular Shades']",3,"72.50Ξ ($267,107)","72.50Ξ ($274,479)","71Ξ ($285,096)"
CryptoPunk 3021,Male,"['Messy Hair', 'Handlebars', 'VR']",3,"89.95Ξ ($369,244)","89.95Ξ ($369,244)","70Ξ ($273,892)"
CryptoPunk 690,Male,"['Messy Hair', 'Shadow Beard', 'Nerd Glasses']",3,"95Ξ ($386,530)","65.69Ξ ($254,015)","95Ξ ($386,530)"
CryptoPunk 7693,Female,"['Mohawk', 'Hot Lipstick', 'Regular Shades']",3,"63.50Ξ ($245,175)","63.50Ξ ($245,119)","58Ξ ($224,279)"
CryptoPunk 3565,Male,"['Eye Mask', 'Muttonchops', 'Headband']",3,"64Ξ ($246,506)","64Ξ ($245,323)","60Ξ ($232,413)"
CryptoPunk 9335,Male,"['Classic Shades', 'Earring', 'Shaved Head']",3,"0.70Ξ ($2,596)","68.90Ξ ($281,521)","2.92Ξ ($10,821)"
CryptoPunk 5936,Male,"['Eye Mask', 'Normal Beard Black']",2,"66.95Ξ ($275,001)","66.95Ξ ($266,473)","20Ξ ($49,138)"
CryptoPunk 4965,Male,"['Nerd Glasses', 'Normal Beard', 'Knitted Cap']",3,"75Ξ ($287,303)","89.95Ξ ($335,362)","70Ξ ($269,808)"
CryptoPunk 5243,Female,"['Black Lipstick', 'Headband', 'Earring']",3,"63Ξ ($244,034)","63Ξ ($237,770)","60Ξ ($227,122)"
CryptoPunk 8636,Female,"['Clown Eyes Green', 'Hot Lipstick', 'Blonde Bob']",3,"65Ξ ($250,536)","97Ξ ($362,124)","65Ξ ($250,388)"
CryptoPunk 5530,Male,"['Front Beard', 'Mohawk Thin', 'Silver Chain']",3,"58.97Ξ ($237,735)","58.97Ξ ($235,838)","62Ξ ($237,968)"
CryptoPunk 5977,Female,"['Tassle Hat', 'Clown Eyes Green']",2,"70Ξ ($269,808)","78Ξ ($315,241)","70Ξ ($264,610)"
CryptoPunk 6126,Male,"['Messy Hair', 'Shadow Beard', 'Earring', 'Small Shades']",4,"69.95Ξ ($266,689)","69.95Ξ ($266,381)","63Ξ ($235,475)"
CryptoPunk 9042,Female,"['Blue Eye Shadow', 'Wild Hair', 'Purple Lipstick', 'Earring']",4,"63Ξ ($235,699)",888Ξ ($3.32M),"55Ξ ($209,691)"
CryptoPunk 7357,Male,"['Cigarette', 'Wild Hair', '3D Glasses']",3,"125Ξ ($469,956)","125Ξ ($469,956)","160Ξ ($732,690)"
CryptoPunk 4803,Female,"['Black Lipstick', 'Crazy Hair', 'Nerd Glasses']",3,"86Ξ ($325,488)","92Ξ ($421,989)","86Ξ ($325,684)"
CryptoPunk 5260,Male,"['Gold Chain', 'Shaved Head', 'Clown Eyes Green']",3,"67Ξ ($253,953)","86.99Ξ ($354,700)","67Ξ ($250,664)"
CryptoPunk 4101,Female,"['Mole', 'Wild White Hair', 'Horned Rim Glasses']",3,"96Ξ ($365,583)",,"96Ξ ($365,583)"
CryptoPunk 9390,Male,"['Big Shades', 'Front Beard Dark', 'Earring', 'Knitted Cap']",4,"68Ξ ($274,771)","97Ξ ($386,996)","66Ξ ($266,690)"
CryptoPunk 684,Female,"['Pink With Hat', 'Purple Lipstick', 'Earring', 'Clown Eyes Blue']",4,"159Ξ ($600,918)","159Ξ ($752,378)",1.25Ξ ($170)
CryptoPunk 7821,Female,"['Horned Rim Glasses', 'Headband', 'Earring']",3,"63.98Ξ ($242,889)","63.98Ξ ($242,336)","60Ξ ($227,779)"
CryptoPunk 5605,Female,"['Blonde Bob', 'Nerd Glasses']",2,"82Ξ ($311,298)","82Ξ ($360,715)","71Ξ ($280,483)"
CryptoPunk 9390,Male,"['Big Shades', 'Front Beard Dark', 'Earring', 'Knitted Cap']",4,"68Ξ ($274,771)","97Ξ ($386,996)","66Ξ ($266,690)"
CryptoPunk 9692,Male,"['Cigarette', 'Normal Beard Black', 'Earring', 'Shaved Head', 'Clown Eyes Green']",5,"125Ξ ($467,212)","125Ξ ($501,996)",0.20Ξ ($42)
CryptoPunk 9508,Male,"['Cap Forward', 'Chinstrap', 'Nerd Glasses']",3,"75Ξ ($284,373)","84.59Ξ ($342,057)","77Ξ ($298,226)"
CryptoPunk 9449,Male,"['Police Cap', 'Front Beard Dark']",2,"80Ξ ($329,816)","89.50Ξ ($369,983)","80Ξ ($329,816)"
CryptoPunk 4823,Female,"['Big Shades', 'Bandana']",2,"76Ξ ($291,321)","79.99Ξ ($308,317)","76Ξ ($303,295)"
CryptoPunk 3970,Female,"['Tassle Hat', 'Earring', 'Clown Eyes Blue']",3,"68.95Ξ ($264,297)","68.95Ξ ($260,847)","62Ξ ($243,255)"
CryptoPunk 7865,Male,"['Messy Hair', 'Eye Mask', 'Luxurious Beard']",3,"92.95Ξ ($375,588)","92.95Ξ ($375,588)","93Ξ ($381,594)"
CryptoPunk 3970,Female,"['Tassle Hat', 'Earring', 'Clown Eyes Blue']",3,"68.95Ξ ($264,297)","68.95Ξ ($260,847)","62Ξ ($243,255)"
CryptoPunk 7913,Male,"['Cap', 'Chinstrap']",2,"70Ξ ($274,643)","70Ξ ($280,106)","65Ξ ($255,026)"
CryptoPunk 9385,Male,"['Stringy Hair', 'Frown', 'Muttonchops', 'Vape', 'VR']",5,"80Ξ ($313,878)","168Ξ ($683,320)","80Ξ ($321,234)"
CryptoPunk 5131,Male,"['Mohawk Thin', 'Earring', 'Smile']",3,"70Ξ ($287,349)","77.70Ξ ($314,094)","58Ξ ($235,318)"
CryptoPunk 4042,Female,"['Mohawk', 'Hot Lipstick', 'Cigarette']",3,"68Ξ ($271,537)","68Ξ ($274,765)","63Ξ ($247,179)"
CryptoPunk 3470,Female,"['Blue Eye Shadow', 'Blonde Bob']",2,"65Ξ ($261,003)",,"70.50Ξ ($296,551)"
CryptoPunk 2580,Male,"['Peak Spike', 'Mustache']",2,"69Ξ ($277,320)",,"69Ξ ($286,638)"
CryptoPunk 2964,Male,['Beanie'],1,374Ξ ($1.5M),374Ξ ($1.5M),336.94Ξ ($1.36M)
